id,county,category,taxonomy_g,taxonomy_sg,sci_name,common_name
2532,Clinton,Plant,Mosses,Other Mosses,Myurella julacea,Small Mousetail Moss
2533,Columbia,Animal,Amphibians,Frogs and Toads,Anaxyrus americanus,American Toad
2534,Columbia,Animal,Amphibians,Frogs and Toads,Hyla versicolor,Gray Treefrog
2535,Columbia,Animal,Amphibians,Frogs and Toads,Lithobates catesbeianus,Bullfrog
2536,Columbia,Animal,Amphibians,Frogs and Toads,Lithobates clamitans,Green Frog
2537,Columbia,Animal,Amphibians,Frogs and Toads,Lithobates palustris,Pickerel Frog
2538,Columbia,Animal,Amphibians,Frogs and Toads,Lithobates pipiens,Northern Leopard Frog
2539,Columbia,Animal,Amphibians,Frogs and Toads,Lithobates sylvaticus,Wood Frog
2540,Columbia,Animal,Amphibians,Frogs and Toads,Pseudacris crucifer,Spring Peeper
2541,Columbia,Animal,Amphibians,Salamanders,Ambystoma jeffersonianum,Jefferson Salamander
2542,Columbia,Animal,Amphibians,Salamanders,Ambystoma jeffersonianum x laterale,Jefferson Salamander Complex
2543,Columbia,Animal,Amphibians,Salamanders,Ambystoma laterale,Blue-spotted Salamander
2544,Columbia,Animal,Amphibians,Salamanders,Ambystoma maculatum,Spotted Salamander
2545,Columbia,Animal,Amphibians,Salamanders,Ambystoma opacum,Marbled Salamander
2546,Columbia,Animal,Amphibians,Salamanders,Desmognathus fuscus,Dusky Salamander
2547,Columbia,Animal,Amphibians,Salamanders,Desmognathus ochrophaeus,Allegheny Mountain Dusky Salamander
2548,Columbia,Animal,Amphibians,Salamanders,Eurycea bislineata,Northern Two-lined Salamander
2549,Columbia,Animal,Amphibians,Salamanders,Hemidactylium scutatum,Four-toed Salamander
2550,Columbia,Animal,Amphibians,Salamanders,Notophthalmus viridescens,Eastern Newt
2551,Columbia,Animal,Amphibians,Salamanders,Plethodon cinereus,Redback Salamander
2552,Columbia,Animal,Amphibians,Salamanders,Plethodon glutinosus,Northern Slimy Salamander
2553,Columbia,Animal,Animal Assemblages,Animal Assemblages,Anadromous Fish Concentration Area,Anadromous Fish Concentration Area
2554,Columbia,Animal,Animal Assemblages,Animal Assemblages,Bat Colony,Bat Colony
2555,Columbia,Animal,Animal Assemblages,Animal Assemblages,Waterfowl Winter Concentration Area,Waterfowl Winter Concentration Area
2556,Columbia,Animal,Birds,Blackbirds and Orioles,Agelaius phoeniceus,Red-winged Blackbird
2557,Columbia,Animal,Birds,Blackbirds and Orioles,Dolichonyx oryzivorus,Bobolink
2558,Columbia,Animal,Birds,Blackbirds and Orioles,Icterus galbula,Baltimore Oriole
2559,Columbia,Animal,Birds,Blackbirds and Orioles,Icterus spurius,Orchard Oriole
2560,Columbia,Animal,Birds,Blackbirds and Orioles,Molothrus ater,Brown-headed Cowbird
2561,Columbia,Animal,Birds,Blackbirds and Orioles,Quiscalus quiscula,Common Grackle
2562,Columbia,Animal,Birds,Blackbirds and Orioles,Sturnella magna,Eastern Meadowlark
2563,Columbia,Animal,Birds,Cardinals and Buntings,Cardinalis cardinalis,Northern Cardinal
2564,Columbia,Animal,Birds,Cardinals and Buntings,Passerina cyanea,Indigo Bunting
2565,Columbia,Animal,Birds,Cardinals and Buntings,Pheucticus ludovicianus,Rose-breasted Grosbeak
2566,Columbia,Animal,Birds,Cardinals and Buntings,Piranga olivacea,Scarlet Tanager
2567,Columbia,Animal,Birds,Chickadees and Titmice,Baeolophus bicolor,Tufted Titmouse
2568,Columbia,Animal,Birds,Chickadees and Titmice,Poecile atricapillus,Black-capped Chickadee
2569,Columbia,Animal,Birds,Cormorants,Phalacrocorax auritus,Double-crested Cormorant
2570,Columbia,Animal,Birds,Creepers,Certhia americana,Brown Creeper
2571,Columbia,Animal,Birds,Crows and Jays,Corvus brachyrhynchos,American Crow
2572,Columbia,Animal,Birds,Crows and Jays,Corvus corax,Common Raven
2573,Columbia,Animal,Birds,Crows and Jays,Corvus ossifragus,Fish Crow
2574,Columbia,Animal,Birds,Crows and Jays,Cyanocitta cristata,Blue Jay
2575,Columbia,Animal,Birds,Cuckoos,Coccyzus americanus,Yellow-billed Cuckoo
2576,Columbia,Animal,Birds,Cuckoos,Coccyzus erythropthalmus,Black-billed Cuckoo
2577,Columbia,Animal,Birds,Finches and Crossbills,Haemorhous mexicanus,House Finch
2578,Columbia,Animal,Birds,Finches and Crossbills,Haemorhous purpureus,Purple Finch
2579,Columbia,Animal,Birds,Finches and Crossbills,Spinus tristis,American Goldfinch
2580,Columbia,Animal,Birds,Flycatchers,Contopus virens,Eastern Wood-Pewee
2581,Columbia,Animal,Birds,Flycatchers,Empidonax alnorum,Alder Flycatcher
2582,Columbia,Animal,Birds,Flycatchers,Empidonax minimus,Least Flycatcher
2583,Columbia,Animal,Birds,Flycatchers,Empidonax traillii,Willow Flycatcher
2584,Columbia,Animal,Birds,Flycatchers,Myiarchus crinitus,Great Crested Flycatcher
2585,Columbia,Animal,Birds,Flycatchers,Sayornis phoebe,Eastern Phoebe
2586,Columbia,Animal,Birds,Flycatchers,Tyrannus tyrannus,Eastern Kingbird
2587,Columbia,Animal,Birds,Gnatcatchers,Polioptila caerulea,Blue-gray Gnatcatcher
2588,Columbia,Animal,Birds,Grebes,Podilymbus podiceps,Pied-billed Grebe
2589,Columbia,Animal,Birds,Hummingbirds and Swifts,Archilochus colubris,Ruby-throated Hummingbird
2590,Columbia,Animal,Birds,Hummingbirds and Swifts,Chaetura pelagica,Chimney Swift
2591,Columbia,Animal,Birds,Kingfishers,Megaceryle alcyon,Belted Kingfisher
2592,Columbia,Animal,Birds,Kinglets,Regulus satrapa,Golden-crowned Kinglet
2593,Columbia,Animal,Birds,Mockingbirds and Thrashers,Dumetella carolinensis,Gray Catbird
2594,Columbia,Animal,Birds,Mockingbirds and Thrashers,Mimus polyglottos,Northern Mockingbird
2595,Columbia,Animal,Birds,Mockingbirds and Thrashers,Toxostoma rufum,Brown Thrasher
2596,Columbia,Animal,Birds,Nightbirds,Antrostomus vociferus,Whip-poor-will
2597,Columbia,Animal,Birds,Nightbirds,Chordeiles minor,Common Nighthawk
2598,Columbia,Animal,Birds,Nuthatches,Sitta canadensis,Red-breasted Nuthatch
2599,Columbia,Animal,Birds,Nuthatches,Sitta carolinensis,White-breasted Nuthatch
2600,Columbia,Animal,Birds,Old World Sparrows,Passer domesticus,House Sparrow
2601,Columbia,Animal,Birds,Owls,Bubo virginianus,Great Horned Owl
2602,Columbia,Animal,Birds,Owls,Megascops asio,Eastern Screech-Owl
2603,Columbia,Animal,Birds,Owls,Strix varia,Barred Owl
2604,Columbia,Animal,Birds,Owls,Tyto alba,Barn Owl
2605,Columbia,Animal,Birds,Pigeons and Doves,Columba livia,Rock Pigeon
2606,Columbia,Animal,Birds,Pigeons and Doves,Zenaida macroura,Mourning Dove
2607,Columbia,Animal,Birds,Sparrows and Towhees,Ammodramus savannarum,Grasshopper Sparrow
2608,Columbia,Animal,Birds,Sparrows and Towhees,Junco hyemalis,Dark-eyed Junco
2609,Columbia,Animal,Birds,Sparrows and Towhees,Melospiza georgiana,Swamp Sparrow
2610,Columbia,Animal,Birds,Sparrows and Towhees,Melospiza melodia,Song Sparrow
2611,Columbia,Animal,Birds,Sparrows and Towhees,Passerculus sandwichensis,Savannah Sparrow
2612,Columbia,Animal,Birds,Sparrows and Towhees,Pipilo erythrophthalmus,Eastern Towhee
2613,Columbia,Animal,Birds,Sparrows and Towhees,Pooecetes gramineus,Vesper Sparrow
2614,Columbia,Animal,Birds,Sparrows and Towhees,Spizella passerina,Chipping Sparrow
2615,Columbia,Animal,Birds,Sparrows and Towhees,Spizella pusilla,Field Sparrow
2616,Columbia,Animal,Birds,Sparrows and Towhees,Zonotrichia albicollis,White-throated Sparrow
2617,Columbia,Animal,Birds,Starlings,Sturnus vulgaris,European Starling
2618,Columbia,Animal,Birds,Swallows,Hirundo rustica,Barn Swallow
2619,Columbia,Animal,Birds,Swallows,Petrochelidon pyrrhonota,Cliff Swallow
2620,Columbia,Animal,Birds,Swallows,Riparia riparia,Bank Swallow
2621,Columbia,Animal,Birds,Swallows,Stelgidopteryx serripennis,Northern Rough-winged Swallow
2622,Columbia,Animal,Birds,Swallows,Tachycineta bicolor,Tree Swallow
2623,Columbia,Animal,Birds,Thrushes and Bluebirds,Catharus fuscescens,Veery
2624,Columbia,Animal,Birds,Thrushes and Bluebirds,Catharus guttatus,Hermit Thrush
2625,Columbia,Animal,Birds,Thrushes and Bluebirds,Catharus ustulatus,Swainson's Thrush
2626,Columbia,Animal,Birds,Thrushes and Bluebirds,Hylocichla mustelina,Wood Thrush
2627,Columbia,Animal,Birds,Thrushes and Bluebirds,Sialia sialis,Eastern Bluebird
2628,Columbia,Animal,Birds,Thrushes and Bluebirds,Turdus migratorius,American Robin
2629,Columbia,Animal,Birds,Vireos,Vireo flavifrons,Yellow-throated Vireo
2630,Columbia,Animal,Birds,Vireos,Vireo gilvus,Warbling Vireo
2631,Columbia,Animal,Birds,Vireos,Vireo griseus,White-eyed Vireo
2632,Columbia,Animal,Birds,Vireos,Vireo olivaceus,Red-eyed Vireo
2633,Columbia,Animal,Birds,Vireos,Vireo solitarius,Blue-headed Vireo
2634,Columbia,Animal,Birds,Waxwings,Bombycilla cedrorum,Cedar Waxwing
2635,Columbia,Animal,Birds,Woodpeckers,Colaptes auratus,Northern Flicker
2636,Columbia,Animal,Birds,Woodpeckers,Dryocopus pileatus,Pileated Woodpecker
2637,Columbia,Animal,Birds,Woodpeckers,Melanerpes carolinus,Red-bellied Woodpecker
2638,Columbia,Animal,Birds,Woodpeckers,Melanerpes erythrocephalus,Red-headed Woodpecker
2639,Columbia,Animal,Birds,Woodpeckers,Picoides pubescens,Downy Woodpecker
2640,Columbia,Animal,Birds,Woodpeckers,Picoides villosus,Hairy Woodpecker
2641,Columbia,Animal,Birds,Woodpeckers,Sphyrapicus varius,Yellow-bellied Sapsucker
2642,Columbia,Animal,Birds,Wood-Warblers,Cardellina canadensis,Canada Warbler
2643,Columbia,Animal,Birds,Wood-Warblers,Geothlypis trichas,Common Yellowthroat
2644,Columbia,Animal,Birds,Wood-Warblers,Helmitheros vermivorum,Worm-eating Warbler
2645,Columbia,Animal,Birds,Wood-Warblers,Mniotilta varia,Black-and-white Warbler
2646,Columbia,Animal,Birds,Wood-Warblers,Oreothlypis ruficapilla,Nashville Warbler
2647,Columbia,Animal,Birds,Wood-Warblers,Parkesia motacilla,Louisiana Waterthrush
2648,Columbia,Animal,Birds,Wood-Warblers,Parkesia noveboracensis,Northern Waterthrush
2649,Columbia,Animal,Birds,Wood-Warblers,Seiurus aurocapilla,Ovenbird
2650,Columbia,Animal,Birds,Wood-Warblers,Setophaga caerulescens,Black-throated Blue Warbler
2651,Columbia,Animal,Birds,Wood-Warblers,Setophaga cerulea,Cerulean Warbler
2652,Columbia,Animal,Birds,Wood-Warblers,Setophaga citrina,Hooded Warbler
2653,Columbia,Animal,Birds,Wood-Warblers,Setophaga coronata,Yellow-rumped Warbler
2654,Columbia,Animal,Birds,Wood-Warblers,Setophaga discolor,Prairie Warbler
2655,Columbia,Animal,Birds,Wood-Warblers,Setophaga fusca,Blackburnian Warbler
2656,Columbia,Animal,Birds,Wood-Warblers,Setophaga magnolia,Magnolia Warbler
2657,Columbia,Animal,Birds,Wood-Warblers,Setophaga pensylvanica,Chestnut-sided Warbler
2658,Columbia,Animal,Birds,Wood-Warblers,Setophaga petechia,Yellow Warbler
2659,Columbia,Animal,Birds,Wood-Warblers,Setophaga pinus,Pine Warbler
2660,Columbia,Animal,Birds,Wood-Warblers,Setophaga ruticilla,American Redstart
2661,Columbia,Animal,Birds,Wood-Warblers,Setophaga virens,Black-throated Green Warbler
2662,Columbia,Animal,Birds,Wood-Warblers,Vermivora chrysoptera,Golden-winged Warbler
2663,Columbia,Animal,Birds,Wood-Warblers,Vermivora chrysoptera x cyanoptera,Lawrence's Warbler
2664,Columbia,Animal,Birds,Wood-Warblers,Vermivora cyanoptera,Blue-winged Warbler
2665,Columbia,Animal,Birds,Wood-Warblers,Vermivora cyanoptera x chrysoptera,Brewster's Warbler
2666,Columbia,Animal,Birds,Wrens,Cistothorus palustris,Marsh Wren
2667,Columbia,Animal,Birds,Wrens,Thryothorus ludovicianus,Carolina Wren
2668,Columbia,Animal,Birds,Wrens,Troglodytes aedon,House Wren
2669,Columbia,Animal,Birds,Wrens,Troglodytes hiemalis,Winter Wren
2670,Columbia,Animal,Butterflies and Moths,Butterflies and Skippers,Asterocampa clyton,Tawny Emperor
2671,Columbia,Animal,Butterflies and Moths,Butterflies and Skippers,Pieris virginiensis,West Virginia White
2672,Columbia,Animal,Butterflies and Moths,Moths,Fagitana littera,Marsh Fern Moth
2673,Columbia,Animal,Butterflies and Moths,Moths,Papaipema sp. 2 nr. pterisii,Ostrich Fern Borer Moth
2674,Columbia,Animal,Dragonflies and Damselflies,Dragonflies,Anax longipes,Comet Darner
2675,Columbia,Animal,Dragonflies and Damselflies,Dragonflies,Gomphus abbreviatus,Spine-crowned Clubtail
2676,Columbia,Animal,Dragonflies and Damselflies,Dragonflies,Neurocordulia obsoleta,Umber Shadowdragon
2677,Columbia,Animal,Dragonflies and Damselflies,Dragonflies,Ophiogomphus aspersus,Brook Snaketail
2678,Columbia,Animal,Dragonflies and Damselflies,Dragonflies,Somatochlora kennedyi,Kennedy's Emerald
2679,Columbia,Animal,Dragonflies and Damselflies,Dragonflies,Stylurus plagiatus,Russet-tipped Clubtail
2680,Columbia,Animal,Fish,Sturgeons and Paddlefish,Acipenser brevirostrum,Shortnose Sturgeon
2681,Columbia,Animal,Fish,Sturgeons and Paddlefish,Acipenser oxyrinchus,Atlantic Sturgeon
2682,Columbia,Animal,Mammals,Bats,Lasionycteris noctivagans,Silver-haired Bat
2683,Columbia,Animal,Mammals,Bats,Myotis septentrionalis,Northern Long-eared Bat
2684,Columbia,Animal,Mammals,Bats,Myotis sodalis,Indiana Bat
2685,Columbia,Animal,Mammals,Bats,Perimyotis subflavus,Tri-colored Bat
2686,Columbia,Animal,Mammals,Rabbits and Hares,Sylvilagus transitionalis,New England Cottontail
2687,Columbia,Animal,Mussels and Clams,Freshwater Mussels,Anodonta implicata,Alewife Floater
2688,Columbia,Animal,Mussels and Clams,Freshwater Mussels,Leptodea ochracea,Tidewater Mucket
2689,Columbia,Animal,Mussels and Clams,Freshwater Mussels,Ligumia nasuta,Eastern Pondmussel
2690,Columbia,Animal,Reptiles,Snakes,Agkistrodon contortrix,Copperhead
2691,Columbia,Animal,Reptiles,Snakes,Coluber constrictor,Racer
2692,Columbia,Animal,Reptiles,Snakes,Crotalus horridus,Timber Rattlesnake
2693,Columbia,Animal,Reptiles,Snakes,Diadophis punctatus,Ring-necked Snake
2694,Columbia,Animal,Reptiles,Snakes,Lampropeltis triangulum,Milksnake
2695,Columbia,Animal,Reptiles,Snakes,Nerodia sipedon,Northern Watersnake
2696,Columbia,Animal,Reptiles,Snakes,Opheodrys vernalis,Smooth Green Snake
2697,Columbia,Animal,Reptiles,Snakes,Pantherophis spiloides,Eastern Ratsnake
2698,Columbia,Animal,Reptiles,Snakes,Storeria dekayi,Dekay's Brownsnake
2699,Columbia,Animal,Reptiles,Snakes,Storeria occipitomaculata,Red-bellied Snake
2700,Columbia,Animal,Reptiles,Snakes,Thamnophis sauritus,Eastern Ribbonsnake
2701,Columbia,Animal,Reptiles,Snakes,Thamnophis sirtalis,Common Gartersnake
2702,Columbia,Animal,Reptiles,Turtles,Chelydra serpentina,Snapping Turtle
2703,Columbia,Animal,Reptiles,Turtles,Chrysemys picta,Painted Turtle
2704,Columbia,Animal,Reptiles,Turtles,Clemmys guttata,Spotted Turtle
2705,Columbia,Animal,Reptiles,Turtles,Glyptemys insculpta,Wood Turtle
2706,Columbia,Animal,Reptiles,Turtles,Glyptemys muhlenbergii,Bog Turtle
2707,Columbia,Animal,Reptiles,Turtles,Graptemys geographica,Common Map Turtle
2708,Columbia,Animal,Reptiles,Turtles,Sternotherus odoratus,Common Musk Turtle
2709,Columbia,Animal,Reptiles,Turtles,Terrapene carolina,Eastern Box Turtle
2710,Columbia,Animal,Reptiles,Turtles,Trachemys scripta,Slider
2711,Columbia,Natural Community,Freshwater Nontidal Wetlands,Forested Mineral Soil Wetlands,Floodplain forest,Floodplain Forest
2712,Columbia,Natural Community,Freshwater Nontidal Wetlands,Forested Mineral Soil Wetlands,Red maple-hardwood swamp,Red Maple-Hardwood Swamp
2713,Columbia,Natural Community,Freshwater Nontidal Wetlands,Forested Mineral Soil Wetlands,Vernal pool,Vernal Pool
2714,Columbia,Natural Community,Freshwater Nontidal Wetlands,Forested Peatlands,Red maple-tamarack peat swamp,Red Maple-Tamarack Peat Swamp
2715,Columbia,Natural Community,Freshwater Nontidal Wetlands,Open Mineral Soil Wetlands,Inland calcareous lake shore,Inland Calcareous Lake Shore
2716,Columbia,Natural Community,Freshwater Nontidal Wetlands,Open Mineral Soil Wetlands,Shallow emergent marsh,Shallow Emergent Marsh
2717,Columbia,Natural Community,Freshwater Nontidal Wetlands,Open Peatlands,Inland poor fen,Inland Poor Fen
2718,Columbia,Natural Community,Freshwater Nontidal Wetlands,Open Peatlands,Rich graminoid fen,Rich Graminoid Fen
2719,Columbia,Natural Community,Freshwater Nontidal Wetlands,Open Peatlands,Rich shrub fen,Rich Shrub Fen
2720,Columbia,Natural Community,Tidal Wetlands,Intertidal Wetlands,Freshwater intertidal mudflats,Freshwater Intertidal Mudflats
2721,Columbia,Natural Community,Tidal Wetlands,Intertidal Wetlands,Freshwater intertidal shore,Freshwater Intertidal Shore
2722,Columbia,Natural Community,Tidal Wetlands,Intertidal Wetlands,Freshwater tidal marsh,Freshwater Tidal Marsh
2723,Columbia,Natural Community,Tidal Wetlands,Intertidal Wetlands,Freshwater tidal swamp,Freshwater Tidal Swamp
2724,Columbia,Natural Community,Tidal Wetlands,Subtidal Wetlands,Tidal river,Tidal River
2725,Columbia,Natural Community,Uplands,Barrens and Woodlands,Acidic talus slope woodland,Acidic Talus Slope Woodland
2726,Columbia,Natural Community,Uplands,Barrens and Woodlands,Pitch pine-oak-heath rocky summit,Pitch Pine-Oak-Heath Rocky Summit
2727,Columbia,Natural Community,Uplands,Forested Uplands,Appalachian oak-hickory forest,Appalachian Oak-Hickory Forest
2728,Columbia,Natural Community,Uplands,Forested Uplands,Beech-maple mesic forest,Beech-Maple Mesic Forest
2729,Columbia,Natural Community,Uplands,Forested Uplands,Chestnut oak forest,Chestnut Oak Forest
2730,Columbia,Natural Community,Uplands,Forested Uplands,Hemlock-northern hardwood forest,Hemlock-Northern Hardwood Forest
2731,Columbia,Natural Community,Uplands,Forested Uplands,Maple-basswood rich mesic forest,Maple-Basswood Rich Mesic Forest
2732,Columbia,Natural Community,Uplands,Open Uplands,Calcareous cliff community,Calcareous Cliff Community
2733,Columbia,Plant,Ferns and Fern Allies,Ferns,Asplenium montanum,Mountain Spleenwort
2734,Columbia,Plant,Ferns and Fern Allies,Ferns,Pellaea glabella ssp. glabella,Smooth Cliff Brake
2735,Columbia,Plant,Ferns and Fern Allies,Quillworts,Isoetes lacustris,Large-spored Quillwort
2736,Columbia,Plant,Ferns and Fern Allies,Quillworts,Isoetes septentrionalis,Northern Quillwort
2737,Columbia,Plant,Flowering Plants,Grasses,Bouteloua curtipendula var. curtipendula,Side-oats Grama
2738,Columbia,Plant,Flowering Plants,Grasses,Calamagrostis stricta ssp. inexpansa,New England Northern Reed Grass
2739,Columbia,Plant,Flowering Plants,Grasses,Sphenopholis obtusata,Prairie Wedgegrass
2740,Columbia,Plant,Flowering Plants,Orchids,Arethusa bulbosa,Dragon's Mouth Orchid
2741,Columbia,Plant,Flowering Plants,Orchids,Cypripedium parviflorum var. makasin,Small Northern Yellow Lady's Slipper
2742,Columbia,Plant,Flowering Plants,Orchids,Cypripedium parviflorum var. pubescens,Large Yellow Lady's Slipper
2743,Columbia,Plant,Flowering Plants,Orchids,Cypripedium reginae,Showy Lady's Slipper
2744,Columbia,Plant,Flowering Plants,Orchids,Liparis liliifolia,Large Twayblade
2745,Columbia,Plant,Flowering Plants,Orchids,Platanthera hookeri,Hooker's Orchid
2746,Columbia,Plant,Flowering Plants,Other Flowering Plants,Acalypha virginica,Virginia Three-seeded Mercury
2747,Columbia,Plant,Flowering Plants,Other Flowering Plants,Agrimonia parviflora,Swamp Agrimony
2748,Columbia,Plant,Flowering Plants,Other Flowering Plants,Angelica venenosa,Hairy Angelica
2749,Columbia,Plant,Flowering Plants,Other Flowering Plants,Asclepias verticillata,Whorled Milkweed
2750,Columbia,Plant,Flowering Plants,Other Flowering Plants,Asclepias viridiflora,Green Milkweed
2751,Columbia,Plant,Flowering Plants,Other Flowering Plants,Betula pumila,Swamp Birch
2752,Columbia,Plant,Flowering Plants,Other Flowering Plants,Callitriche terrestris,Terrestrial Starwort
2753,Columbia,Plant,Flowering Plants,Other Flowering Plants,Campanula americana,Tall Bellflower
2754,Columbia,Plant,Flowering Plants,Other Flowering Plants,Ceratophyllum echinatum,Prickly Hornwort
2755,Columbia,Plant,Flowering Plants,Other Flowering Plants,Chamaelirium luteum,Fairywand
2756,Columbia,Plant,Flowering Plants,Other Flowering Plants,Crotalaria sagittalis,Rattlebox
2757,Columbia,Plant,Flowering Plants,Other Flowering Plants,Desmodium ciliare,Little-leaf Tick Trefoil
2758,Columbia,Plant,Flowering Plants,Other Flowering Plants,Elatine americana,American Waterwort
2759,Columbia,Plant,Flowering Plants,Other Flowering Plants,Eriocaulon parkeri,Estuary Hatpins
2760,Columbia,Plant,Flowering Plants,Other Flowering Plants,Geum virginianum,Rough Avens
2761,Columbia,Plant,Flowering Plants,Other Flowering Plants,Hedeoma hispida,Rough Pennyroyal
2762,Columbia,Plant,Flowering Plants,Other Flowering Plants,Heteranthera reniformis,Kidney-leaved Mud Plantain
2763,Columbia,Plant,Flowering Plants,Other Flowering Plants,Hydrastis canadensis,Goldenseal
2764,Columbia,Plant,Flowering Plants,Other Flowering Plants,Hypericum ascyron ssp. pyramidatum,Great St. John's Wort
2765,Columbia,Plant,Flowering Plants,Other Flowering Plants,Hypericum prolificum,Shrubby St. John's Wort
2766,Columbia,Plant,Flowering Plants,Other Flowering Plants,Juglans cinerea,Butternut
2767,Columbia,Plant,Flowering Plants,Other Flowering Plants,Lespedeza frutescens,Violet Bush Clover
2768,Columbia,Plant,Flowering Plants,Other Flowering Plants,Limosella australis,Mudwort
2769,Columbia,Plant,Flowering Plants,Other Flowering Plants,Linum sulcatum,Yellow Wild Flax
2770,Columbia,Plant,Flowering Plants,Other Flowering Plants,Lupinus perennis ssp. perennis,Wild Lupine
2771,Columbia,Plant,Flowering Plants,Other Flowering Plants,Najas muenscheri,Hudson River Water Nymph
2772,Columbia,Plant,Flowering Plants,Other Flowering Plants,Opuntia cespitosa,Prickly Pear
2773,Columbia,Plant,Flowering Plants,Other Flowering Plants,Orontium aquaticum,Golden Club
2774,Columbia,Plant,Flowering Plants,Other Flowering Plants,Oxalis violacea,Violet Wood Sorrel
2775,Columbia,Plant,Flowering Plants,Other Flowering Plants,Panax quinquefolius,American Ginseng
2776,Columbia,Plant,Flowering Plants,Other Flowering Plants,Pedicularis lanceolata,Swamp Lousewort
2777,Columbia,Plant,Flowering Plants,Other Flowering Plants,Plantago cordata,Heart-leaved Plantain
2778,Columbia,Plant,Flowering Plants,Other Flowering Plants,Polygonum tenue,Slender Knotweed
2779,Columbia,Plant,Flowering Plants,Other Flowering Plants,Potamogeton hillii,Hill's Pondweed
2780,Columbia,Plant,Flowering Plants,Other Flowering Plants,Potamogeton pulcher,Spotted Pondweed
2781,Columbia,Plant,Flowering Plants,Other Flowering Plants,Pterospora andromedea,Pinedrops
2782,Columbia,Plant,Flowering Plants,Other Flowering Plants,Ranunculus micranthus,Small-flowered Crowfoot
2783,Columbia,Plant,Flowering Plants,Other Flowering Plants,Ranunculus septentrionalis,Swamp Buttercup
2784,Columbia,Plant,Flowering Plants,Other Flowering Plants,Sagittaria montevidensis ssp. spongiosa,Spongy Arrowhead
2785,Columbia,Plant,Flowering Plants,Other Flowering Plants,Sagittaria subulata,Strap-leaf Arrowhead
2786,Columbia,Plant,Flowering Plants,Other Flowering Plants,Scheuchzeria palustris,Pod Grass
2787,Columbia,Plant,Flowering Plants,Other Flowering Plants,Silene caroliniana ssp. pensylvanica,Wild Pink
2788,Columbia,Plant,Flowering Plants,Other Flowering Plants,Trichostema brachiatum,False Pennyroyal
2789,Columbia,Plant,Flowering Plants,Other Flowering Plants,Trillium cernuum,Nodding Trillium
2790,Columbia,Plant,Flowering Plants,Other Flowering Plants,Utricularia minor,Lesser Bladderwort
2791,Columbia,Plant,Flowering Plants,Other Flowering Plants,Valeriana uliginosa,Marsh Valerian
2792,Columbia,Plant,Flowering Plants,Other Flowering Plants,Veronicastrum virginicum,Culver's Root
2793,Columbia,Plant,Flowering Plants,Other Flowering Plants,Viburnum dentatum var. venosum,Southern Arrowwood
2794,Columbia,Plant,Flowering Plants,Sedges,Carex abscondita,Thicket Sedge
2795,Columbia,Plant,Flowering Plants,Sedges,Carex amphibola,Ambiguous Sedge
2796,Columbia,Plant,Flowering Plants,Sedges,Carex atherodes,Wheat Sedge
2797,Columbia,Plant,Flowering Plants,Sedges,Carex bicknellii,Bicknell's Sedge
2798,Columbia,Plant,Flowering Plants,Sedges,Carex bushii,Bush's Sedge
2799,Columbia,Plant,Flowering Plants,Sedges,Carex buxbaumii,Brown Bog Sedge
2800,Columbia,Plant,Flowering Plants,Sedges,Carex cryptolepis,Small Yellow Sedge
2801,Columbia,Plant,Flowering Plants,Sedges,Carex davisii,Davis' Sedge
2802,Columbia,Plant,Flowering Plants,Sedges,Carex formosa,Handsome Sedge
2803,Columbia,Plant,Flowering Plants,Sedges,Carex lupuliformis,False Hop Sedge
2804,Columbia,Plant,Flowering Plants,Sedges,Carex molesta,Troublesome Sedge
2805,Columbia,Plant,Flowering Plants,Sedges,Carex retroflexa,Reflexed Sedge
2806,Columbia,Plant,Flowering Plants,Sedges,Carex schweinitzii,Schweinitz's Sedge
2807,Columbia,Plant,Flowering Plants,Sedges,Carex typhina,Cat-tail Sedge
2808,Columbia,Plant,Flowering Plants,Sedges,Carex willdenowii,Willdenow's Sedge
2809,Columbia,Plant,Flowering Plants,Sedges,Cyperus erythrorhizos,Red-rooted Flat Sedge
2810,Columbia,Plant,Flowering Plants,Sedges,Cyperus odoratus,Fragrant Flat Sedge
2811,Columbia,Plant,Flowering Plants,Sedges,Cyperus schweinitzii,Schweinitz's Flat Sedge
2812,Columbia,Plant,Flowering Plants,Sedges,Eleocharis aestuum,Tidal Spike Rush
2813,Columbia,Plant,Flowering Plants,Sedges,Eleocharis engelmannii,Engelmann's Spike Rush
2814,Columbia,Plant,Flowering Plants,Sedges,Eleocharis ovata,Ovate Spike Rush
2815,Columbia,Plant,Mosses,Other Mosses,Taxiphyllum taxirameum,Yew-leaf moss
2816,Cortland,Animal,Amphibians,Frogs and Toads,Anaxyrus americanus,American Toad
2817,Cortland,Animal,Amphibians,Frogs and Toads,Hyla versicolor,Gray Treefrog
2818,Cortland,Animal,Amphibians,Frogs and Toads,Lithobates catesbeianus,Bullfrog
2819,Cortland,Animal,Amphibians,Frogs and Toads,Lithobates clamitans,Green Frog
2820,Cortland,Animal,Amphibians,Frogs and Toads,Lithobates palustris,Pickerel Frog
2821,Cortland,Animal,Amphibians,Frogs and Toads,Lithobates pipiens,Northern Leopard Frog
2822,Cortland,Animal,Amphibians,Frogs and Toads,Lithobates sylvaticus,Wood Frog
2823,Cortland,Animal,Amphibians,Frogs and Toads,Pseudacris crucifer,Spring Peeper
2824,Cortland,Animal,Amphibians,Salamanders,Ambystoma jeffersonianum,Jefferson Salamander
